,X,Y,GDD_2P67,inside_pol,Target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
2603,639041.0,5924736.68453892,2.32,0.0,0,9,9,10,10,8,6,4,3,3,4,4,4,4,6,7,7,7,6,5,5,6,6,5,3,0,-2,-3,-1,0,1,1,-1,-3,-4,-4,-4,-2,0,1,1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-3,-6,-7,-8,-8,-7,-6,-5,-4,-2,0,1,2,1,1,0,1,1,1,0,-1,-1,-1,-1,-2,-3,-4,-3,0,5,9,11,12,12,11,9,6,2,-2,-4,-3,1,7,13,16,18,19,20,20
2604,641541.0,5924736.68453892,7.98,0.09,0,-1,-3,-6,-7,-8,-8,-7,-6,-5,-4,-2,0,1,2,1,1,0,1,1,1,0,-1,-1,-1,-1,-2,-3,-4,-3,0,5,9,11,12,12,11,9,6,2,-2,-4,-3,1,7,13,16,18,19,20,20,20,20,20,22,24,27,28,27,25,23,21,21,21,19,17,13,10,7,6,7,9,11,12,11,9,6,4,4,5,7,8,7,6,5,5,4,3,3,3,5,6,7,10,13,16,19,22,25,28,30
2605,644041.0,5924736.68453892,6.55,0.09,0,20,20,20,22,24,27,28,27,25,23,21,21,21,19,17,13,10,7,6,7,9,11,12,11,9,6,4,4,5,7,8,7,6,5,5,4,3,3,3,5,6,7,10,13,16,19,22,25,28,30,32,33,32,31,28,26,26,25,21,14,4,-5,-10,-13,-12,-11,-9,-9,-9,-10,-12,-15,-17,-18,-16,-14,-12,-11,-11,-10,-8,-7,-6,-7,-8,-9,-9,-7,-5,-2,1,2,2,0,-2,-4,-4,-2,0,1
2606,640780.5,5924757.1845389195,7.99,0.0,0,32,33,32,31,28,26,26,25,21,14,4,-5,-10,-13,-12,-11,-9,-9,-9,-10,-12,-15,-17,-18,-16,-14,-12,-11,-11,-10,-8,-7,-6,-7,-8,-9,-9,-7,-5,-2,1,2,2,0,-2,-4,-4,-2,0,1,0,-1,-4,-5,-6,-7,-8,-10,-12,10,8,6,6,9,13,19,24,26,27,26,25,25,24,22,20,18,16,15,15,17,19,22,24,27,28,29,30,31,33,34,33,31,28,25,22,20,19,18,17,17
2607,636255.5,5924782.1845389195,12.98,0.0,0,0,-1,-4,-5,-6,-7,-8,-10,-12,10,8,6,6,9,13,19,24,26,27,26,25,25,24,22,20,18,16,15,15,17,19,22,24,27,28,29,30,31,33,34,33,31,28,25,22,20,19,18,17,17,16,16,15,15,14,13,12,12,12,13,14,17,19,20,20,18,15,11,9,7,5,5,4,4,4,4,5,6,7,7,7,7,7,8,8,8,7,6,5,5,5,5,6,7,8,9,8,7,6,5
2608,637491.0,5924786.68453892,4.27,0.0,0,16,16,15,15,14,13,12,12,12,13,14,17,19,20,20,18,15,11,9,7,5,5,4,4,4,4,5,6,7,7,7,7,7,8,8,8,7,6,5,5,5,5,6,7,8,9,8,7,6,5,6,8,9,8,5,1,-2,-4,-4,-3,-2,-2,-2,-3,-4,-4,-4,-2,0,1,0,-2,-3,-4,-3,-3,-2,-2,-1,-1,-1,-1,-3,-4,-5,-5,-4,-3,-2,-3,-3,-3,-2,0,2,3,2,2,2,1
2609,639991.0,5924786.68453892,5.11,0.1,0,6,8,9,8,5,1,-2,-4,-4,-3,-2,-2,-2,-3,-4,-4,-4,-2,0,1,0,-2,-3,-4,-3,-3,-2,-2,-1,-1,-1,-1,-3,-4,-5,-5,-4,-3,-2,-3,-3,-3,-2,0,2,3,2,2,2,1,1,0,0,-1,-1,-1,-1,-2,-1,0,3,7,10,12,12,10,8,6,2,-2,-5,-6,-4,1,7,12,15,17,18,19,20,21,22,23,24,26,28,29,29,27,26,25,25,23,21,17,12,9,7,7
2610,642491.0,5924786.68453892,10.75,0.1,0,1,0,0,-1,-1,-1,-1,-2,-1,0,3,7,10,12,12,10,8,6,2,-2,-5,-6,-4,1,7,12,15,17,18,19,20,21,22,23,24,26,28,29,29,27,26,25,25,23,21,17,12,9,7,7,8,9,11,13,13,12,10,8,8,9,9,10,9,9,9,8,7,5,5,4,5,6,8,10,13,15,18,22,25,29,31,32,31,30,28,26,25,24,23,19,11,2,-6,-11,-14,-14,-13,-12,-11,-10
2611,643581.0,5924791.6845389195,3.81,0.0,0,8,9,11,13,13,12,10,8,8,9,9,10,9,9,9,8,7,5,5,4,5,6,8,10,13,15,18,22,25,29,31,32,31,30,28,26,25,24,23,19,11,2,-6,-11,-14,-14,-13,-12,-11,-10,-10,-11,-14,-16,-18,-18,-16,-14,-13,-12,-10,-9,-7,-7,-7,-8,-9,-8,-7,-5,-2,1,2,2,1,-1,-3,-3,-3,-2,-1,-2,-4,-6,-8,-9,-9,-9,-10,-11,13,11,9,8,9,12,17,23,27,30
2612,639031.0,5924816.6845389195,8.41,0.0,0,-10,-11,-14,-16,-18,-18,-16,-14,-13,-12,-10,-9,-7,-7,-7,-8,-9,-8,-7,-5,-2,1,2,2,1,-1,-3,-3,-3,-2,-1,-2,-4,-6,-8,-9,-9,-9,-10,-11,13,11,9,8,9,12,17,23,27,30,29,27,24,22,20,20,19,18,17,16,16,18,20,22,25,27,29,29,29,30,31,32,31,28,24,21,19,17,16,16,16,15,15,15,14,14,14,13,12,11,10,11,13,16,19,20,19,16,13,10
2613,635891.0,5924836.68453892,11.87,0.0,0,29,27,24,22,20,20,19,18,17,16,16,18,20,22,25,27,29,29,29,30,31,32,31,28,24,21,19,17,16,16,16,15,15,15,14,14,14,13,12,11,10,11,13,16,19,20,19,16,13,10,8,7,7,6,6,5,4,3,3,4,5,5,5,5,5,5,6,7,8,7,7,6,6,6,7,8,9,9,8,7,6,6,7,10,12,12,9,4,-1,-4,-5,-5,-4,-3,-3,-3,-4,-4,-3,-2
2614,638391.0,5924836.68453892,2.31,0.0,0,8,7,7,6,6,5,4,3,3,4,5,5,5,5,5,5,6,7,8,7,7,6,6,6,7,8,9,9,8,7,6,6,7,10,12,12,9,4,-1,-4,-5,-5,-4,-3,-3,-3,-4,-4,-3,-2,0,1,-1,-3,-5,-6,-6,-4,-3,-2,-1,-2,-2,-1,-2,-2,-2,-1,0,1,1,-1,-3,-4,-4,-1,1,3,3,3,2,1,0,0,-1,-1,-1,-1,-1,0,1,3,5,8,10,11,11,9,6,3
2615,640891.0,5924836.68453892,7.42,0.1,0,0,1,-1,-3,-5,-6,-6,-4,-3,-2,-1,-2,-2,-1,-2,-2,-2,-1,0,1,1,-1,-3,-4,-4,-1,1,3,3,3,2,1,0,0,-1,-1,-1,-1,-1,0,1,3,5,8,10,11,11,9,6,3,-1,-4,-6,-6,-2,3,8,11,13,15,17,19,21,23,24,26,27,28,29,29,29,29,28,28,28,26,22,16,11,8,6,7,9,10,12,13,14,14,13,13,13,12,12,11,11,11,11,11,10,8
2616,643391.0,5924836.68453892,8.34,0.14,0,-1,-4,-6,-6,-2,3,8,11,13,15,17,19,21,23,24,26,27,28,29,29,29,29,28,28,28,26,22,16,11,8,6,7,9,10,12,13,14,14,13,13,13,12,12,11,11,11,11,11,10,8,6,6,6,7,8,10,12,14,17,21,26,30,33,33,31,28,26,24,24,24,22,17,10,1,-6,-11,-14,-16,-16,-15,-14,-12,-11,-12,-14,-16,-18,-19,-18,-16,-14,-12,-10,-9,-8,-7,-8,-8,-9,-9
2617,641943.0,5924850.6845389195,5.79,0.04,0,6,6,6,7,8,10,12,14,17,21,26,30,33,33,31,28,26,24,24,24,22,17,10,1,-6,-11,-14,-16,-16,-15,-14,-12,-11,-12,-14,-16,-18,-19,-18,-16,-14,-12,-10,-9,-8,-7,-8,-8,-9,-9,-8,-6,-3,-1,1,1,0,-1,-2,-3,-3,-3,-4,-4,-5,-8,-10,-12,-12,-11,-10,-11,14,12,11,10,11,14,19,25,30,32,31,28,24,20,18,18,19,19,18,18,18,18,20,23,25,28,29,28
2618,637393.0,5924875.684538921,10.72,0.0,0,-8,-6,-3,-1,1,1,0,-1,-2,-3,-3,-3,-4,-4,-5,-8,-10,-12,-12,-11,-10,-11,14,12,11,10,11,14,19,25,30,32,31,28,24,20,18,18,19,19,18,18,18,18,20,23,25,28,29,28,28,28,30,30,28,25,21,18,15,14,13,13,13,13,13,13,13,14,14,13,12,10,9,9,11,14,18,19,18,15,11,8,8,8,8,8,6,5,3,2,1,2,4,4,4,3,3,3,5,7
2619,636791.0,5924886.68453892,7.06,0.0,0,28,28,30,30,28,25,21,18,15,14,13,13,13,13,13,13,13,14,14,13,12,10,9,9,11,14,18,19,18,15,11,8,8,8,8,8,6,5,3,2,1,2,4,4,4,3,3,3,5,7,8,8,8,7,6,6,7,8,9,9,8,6,5,6,9,12,15,15,12,7,1,-3,-5,-5,-4,-3,-3,-3,-4,-4,-4,-2,0,1,0,-3,-5,-7,-6,-4,-3,-1,-1,-2,-2,-1,0,0,0,1
2620,639291.0,5924886.68453892,3.91,0.03,0,8,8,8,7,6,6,7,8,9,9,8,6,5,6,9,12,15,15,12,7,1,-3,-5,-5,-4,-3,-3,-3,-4,-4,-4,-2,0,1,0,-3,-5,-7,-6,-4,-3,-1,-1,-2,-2,-1,0,0,0,1,3,4,3,0,-3,-5,-5,-2,1,3,3,3,2,0,-1,-1,-2,-2,-2,-1,-1,0,2,4,6,8,9,10,9,7,4,1,-2,-4,-5,-3,1,6,10,12,13,15,16,19,21,24,26,28,29,29
2621,641791.0,5924886.68453892,11.83,0.18,0,3,4,3,0,-3,-5,-5,-2,1,3,3,3,2,0,-1,-1,-2,-2,-2,-1,-1,0,2,4,6,8,9,10,9,7,4,1,-2,-4,-5,-3,1,6,10,12,13,15,16,19,21,24,26,28,29,29,30,30,30,29,30,30,29,27,22,16,10,7,6,8,9,11,12,14,15,16,16,17,16,15,13,12,11,12,13,12,11,9,8,7,7,8,9,11,12,14,16,21,26,32,35,35,32,29,26,25
2622,644291.0,5924886.68453892,5.34,0.15,0,30,30,30,29,30,30,29,27,22,16,10,7,6,8,9,11,12,14,15,16,16,17,16,15,13,12,11,12,13,12,11,9,8,7,7,8,9,11,12,14,16,21,26,32,35,35,32,29,26,25,24,24,21,16,8,0,-6,-11,-15,-17,-18,-18,-17,-15,-13,-13,-15,-17,-20,-21,-19,-17,-14,-12,-10,-9,-8,-8,-8,-9,-10,-10,-9,-8,-5,-3,-1,-1,-2,-2,-3,-4,-4,-5,-5,-6,-7,-9,-12,-14
2623,640282.0,5924909.684538921,5.13,0.0,0,24,24,21,16,8,0,-6,-11,-15,-17,-18,-18,-17,-15,-13,-13,-15,-17,-20,-21,-19,-17,-14,-12,-10,-9,-8,-8,-8,-9,-10,-10,-9,-8,-5,-3,-1,-1,-2,-2,-3,-4,-4,-5,-5,-6,-7,-9,-12,-14,-14,-13,-11,-11,16,15,14,13,13,14,17,21,26,31,33,32,28,24,21,19,19,19,20,20,19,19,20,21,24,26,28,29,28,27,27,28,27,25,22,18,15,13,11,11,10,11,11,11,11,12
2624,635707.0,5924934.6845389195,12.57,0.0,0,-14,-13,-11,-11,16,15,14,13,13,14,17,21,26,31,33,32,28,24,21,19,19,19,20,20,19,19,20,21,24,26,28,29,28,27,27,28,27,25,22,18,15,13,11,11,10,11,11,11,11,12,12,13,13,12,10,8,8,10,13,15,16,15,13,10,8,8,9,9,8,6,4,2,1,1,2,3,3,3,2,2,3,4,6,7,8,8,7,6,6,6,7,7,7,7,6,5,7,10,14,17
2625,637641.0,5924936.68453892,3.76,0.0,0,12,13,13,12,10,8,8,10,13,15,16,15,13,10,8,8,9,9,8,6,4,2,1,1,2,3,3,3,2,2,3,4,6,7,8,8,7,6,6,6,7,7,7,7,6,5,7,10,14,17,17,15,10,4,0,-3,-4,-3,-3,-3,-3,-4,-5,-4,-3,-1,0,0,-2,-4,-5,-5,-3,-2,-1,-1,-1,-1,0,0,1,1,3,4,5,4,1,-3,-5,-5,-3,0,2,3,2,0,-1,-1,-2,-2
2626,640141.0,5924936.68453892,6.32,0.11,0,17,15,10,4,0,-3,-4,-3,-3,-3,-3,-4,-5,-4,-3,-1,0,0,-2,-4,-5,-5,-3,-2,-1,-1,-1,-1,0,0,1,1,3,4,5,4,1,-3,-5,-5,-3,0,2,3,2,0,-1,-1,-2,-2,-2,-2,-2,-1,0,2,4,6,7,7,7,6,4,2,0,-2,-3,-1,1,5,9,12,13,14,16,17,20,22,25,27,29,30,30,30,30,30,30,30,30,29,26,21,15,10,7,7,9,11,12,14
2627,642641.0,5924936.68453892,11.55,0.23,0,-2,-2,-2,-1,0,2,4,6,7,7,7,6,4,2,0,-2,-3,-1,1,5,9,12,13,14,16,17,20,22,25,27,29,30,30,30,30,30,30,30,30,29,26,21,15,10,7,7,9,11,12,14,15,17,18,19,19,19,17,15,13,13,13,13,12,11,10,9,9,9,10,11,12,12,13,16,20,26,32,36,37,35,32,29,27,25,23,20,14,7,-1,-7,-12,-16,-18,-19,-19,-19,-17,-16,-15,-17
2628,643301.5,5924943.1845389195,4.1,0.12,0,15,17,18,19,19,19,17,15,13,13,13,13,12,11,10,9,9,9,10,11,12,12,13,16,20,26,32,36,37,35,32,29,27,25,23,20,14,7,-1,-7,-12,-16,-18,-19,-19,-19,-17,-16,-15,-17,-19,-21,-22,-21,-17,-14,-11,-10,-9,-8,-8,-9,-10,-11,-11,-12,-10,-8,-6,-4,-4,-4,-4,-4,-5,-5,-6,-7,-7,-8,-9,-12,-14,-15,-14,-13,-12,17,16,15,15,16,18,20,23,26,29,30,30,27
2629,638726.5,5924968.184538921,7.06,0.0,0,-19,-21,-22,-21,-17,-14,-11,-10,-9,-8,-8,-9,-10,-11,-11,-12,-10,-8,-6,-4,-4,-4,-4,-4,-5,-5,-6,-7,-7,-8,-9,-12,-14,-15,-14,-13,-12,17,16,15,15,16,18,20,23,26,29,30,30,27,25,22,20,20,20,21,21,20,21,22,23,26,28,29,29,28,27,26,25,24,22,19,16,13,11,9,8,8,8,9,10,10,10,11,11,12,11,10,9,9,10,11,12,13,12,11,9,9,9,9
2630,635991.0,5924986.684538921,10.09,0.0,0,25,22,20,20,20,21,21,20,21,22,23,26,28,29,29,28,27,26,25,24,22,19,16,13,11,9,8,8,8,9,10,10,10,11,11,12,11,10,9,9,10,11,12,13,12,11,9,9,9,9,8,6,4,2,1,0,1,2,3,3,3,2,3,3,4,6,7,8,8,7,6,5,4,4,5,6,6,6,6,8,12,15,18,18,15,11,7,3,0,-1,-2,-2,-3,-4,-5,-5,-5,-4,-3,-1
2631,638491.0,5924986.684538921,2.12,0.0,0,8,6,4,2,1,0,1,2,3,3,3,2,3,3,4,6,7,8,8,7,6,5,4,4,5,6,6,6,6,8,12,15,18,18,15,11,7,3,0,-1,-2,-2,-3,-4,-5,-5,-5,-4,-3,-1,0,0,-1,-2,-2,-1,0,1,1,1,1,1,1,1,1,3,4,5,4,1,-2,-4,-4,-2,1,2,1,0,-1,-1,-2,-2,-2,-3,-3,-3,-2,0,2,3,4,5,4,3,2,1,-1,-2,-2,0
2632,640991.0,5924986.684538921,9.14,0.15,0,0,0,-1,-2,-2,-1,0,1,1,1,1,1,1,1,1,3,4,5,4,1,-2,-4,-4,-2,1,2,1,0,-1,-1,-2,-2,-2,-3,-3,-3,-2,0,2,3,4,5,4,3,2,1,-1,-2,-2,0,2,6,9,12,14,15,16,17,19,21,23,25,28,29,30,31,31,31,31,30,30,29,27,23,19,14,11,9,9,11,12,14,16,18,20,21,21,21,20,19,18,16,14,13,12,10,9,9,9,9
2633,643491.0,5924986.684538921,9.34,0.28,0,2,6,9,12,14,15,16,17,19,21,23,25,28,29,30,31,31,31,31,30,30,29,27,23,19,14,11,9,9,11,12,14,16,18,20,21,21,21,20,19,18,16,14,13,12,10,9,9,9,9,11,12,13,13,13,13,15,19,25,32,38,40,40,37,34,30,26,21,16,10,3,-3,-9,-13,-16,-18,-20,-20,-20,-19,-18,-18,-19,-21,-23,-23,-21,-18,-15,-12,-10,-9,-8,-8,-9,-10,-11,-13,-13,-13
2634,641731.0,5925001.684538921,5.32,0.13,0,11,12,13,13,13,13,15,19,25,32,38,40,40,37,34,30,26,21,16,10,3,-3,-9,-13,-16,-18,-20,-20,-20,-19,-18,-18,-19,-21,-23,-23,-21,-18,-15,-12,-10,-9,-8,-8,-9,-10,-11,-13,-13,-13,-11,-9,-7,-6,-6,-6,-6,-6,-6,-7,-8,-8,-9,-10,-11,-13,-15,-15,-14,-14,16,17,17,17,17,19,21,23,24,26,26,26,26,25,24,23,21,20,20,21,21,21,22,24,26,28,29,30,30,28
2635,637131.0,5925026.684538921,9.3,0.0,0,-11,-9,-7,-6,-6,-6,-6,-6,-6,-7,-8,-8,-9,-10,-11,-13,-15,-15,-14,-14,16,17,17,17,17,19,21,23,24,26,26,26,26,25,24,23,21,20,20,21,21,21,22,24,26,28,29,30,30,28,26,24,22,21,19,17,14,12,10,8,7,6,7,8,9,9,9,9,9,10,10,10,9,9,9,10,10,9,9,8,8,9,9,8,7,4,1,0,-1,0,1,2,3,3,3,3,4,5,5,6
2636,636791.0,5925036.68453892,6.06,0.0,0,26,24,22,21,19,17,14,12,10,8,7,6,7,8,9,9,9,9,9,10,10,10,9,9,9,10,10,9,9,8,8,9,9,8,7,4,1,0,-1,0,1,2,3,3,3,3,4,5,5,6,7,7,8,7,6,4,3,2,4,5,6,6,8,10,13,16,17,17,15,11,8,5,2,0,-1,-2,-3,-4,-5,-6,-6,-6,-5,-3,0,1,2,2,2,2,2,3,3,4,3,2,1,1,1,2
2637,639291.0,5925036.68453892,4.88,0.04,0,7,7,8,7,6,4,3,2,4,5,6,6,8,10,13,16,17,17,15,11,8,5,2,0,-1,-2,-3,-4,-5,-6,-6,-6,-5,-3,0,1,2,2,2,2,2,3,3,4,3,2,1,1,1,2,4,5,4,2,0,-2,-2,0,2,2,1,-1,-2,-2,-2,-2,-2,-3,-4,-3,-2,-1,1,3,3,3,1,0,-2,-3,-4,-4,-2,1,5,9,12,15,16,17,18,19,21,22,24,26,27,29,30,32
2638,641791.0,5925036.68453892,13.54,0.31,0,4,5,4,2,0,-2,-2,0,2,2,1,-1,-2,-2,-2,-2,-2,-3,-4,-3,-2,-1,1,3,3,3,1,0,-2,-3,-4,-4,-2,1,5,9,12,15,16,17,18,19,21,22,24,26,27,29,30,32,32,32,31,30,29,27,23,20,16,13,11,11,11,13,15,17,20,22,24,25,24,23,22,21,20,19,16,13,10,8,7,7,8,10,12,14,15,15,14,13,14,17,24,32,39,44,45,43,39,33
2639,644291.0,5925036.68453892,4.94,0.27,0,32,32,31,30,29,27,23,20,16,13,11,11,11,13,15,17,20,22,24,25,24,23,22,21,20,19,16,13,10,8,7,7,8,10,12,14,15,15,14,13,14,17,24,32,39,44,45,43,39,33,26,18,11,5,-1,-7,-11,-15,-17,-19,-20,-21,-21,-21,-21,-20,-21,-22,-23,-23,-22,-19,-15,-12,-10,-9,-9,-9,-9,-10,-12,-13,-14,-14,-13,-11,-9,-8,-7,-7,-7,-8,-8,-9,-10,-10,-10,-10,-10,-12
2640,640259.0,5925059.6845389195,2.97,0.0,0,26,18,11,5,-1,-7,-11,-15,-17,-19,-20,-21,-21,-21,-21,-20,-21,-22,-23,-23,-22,-19,-15,-12,-10,-9,-9,-9,-9,-10,-12,-13,-14,-14,-13,-11,-9,-8,-7,-7,-7,-8,-8,-9,-10,-10,-10,-10,-10,-12,-14,-15,-15,-15,17,18,18,19,20,22,24,25,25,25,24,23,23,23,23,23,22,21,21,21,21,22,24,26,28,30,31,31,30,28,25,22,19,18,16,14,12,10,9,7,6,6,7,8,9,9
2641,635659.0,5925084.684538921,11.41,0.0,0,-14,-15,-15,-15,17,18,18,19,20,22,24,25,25,25,24,23,23,23,23,23,22,21,21,21,21,22,24,26,28,30,31,31,30,28,25,22,19,18,16,14,12,10,9,7,6,6,7,8,9,9,9,8,8,8,8,9,9,9,9,8,7,7,6,6,7,8,7,6,4,1,-1,-2,-2,0,2,3,3,3,3,4,5,6,7,7,7,7,8,7,6,4,3,2,3,5,6,7,9,11,13,15
2642,637591.0,5925086.68453892,3.93,0.0,0,9,8,8,8,8,9,9,9,9,8,7,7,6,6,7,8,7,6,4,1,-1,-2,-2,0,2,3,3,3,3,4,5,6,7,7,7,7,8,7,6,4,3,2,3,5,6,7,9,11,13,15,16,15,13,10,8,5,3,1,-1,-2,-2,-4,-5,-6,-7,-6,-5,-3,0,3,5,5,5,4,4,5,5,6,5,4,2,1,0,2,3,5,4,3,1,0,0,1,3,2,1,-2,-3,-2,-2,-2
2643,640091.0,5925086.68453892,7.29,0.13,0,16,15,13,10,8,5,3,1,-1,-2,-2,-4,-5,-6,-7,-6,-5,-3,0,3,5,5,5,4,4,5,5,6,5,4,2,1,0,2,3,5,4,3,1,0,0,1,3,2,1,-2,-3,-2,-2,-2,-3,-4,-4,-4,-3,-1,1,2,2,1,-1,-3,-4,-6,-6,-6,-3,1,7,11,14,16,18,19,21,22,23,24,25,26,27,29,30,32,32,32,31,30,28,25,21,17,13,11,11,12,13,15,17,20
2644,642591.0,5925086.68453892,12.26,0.36,0,-3,-4,-4,-4,-3,-1,1,2,2,1,-1,-3,-4,-6,-6,-6,-3,1,7,11,14,16,18,19,21,22,23,24,25,26,27,29,30,32,32,32,31,30,28,25,21,17,13,11,11,12,13,15,17,20,23,27,29,29,27,25,23,22,22,21,18,13,9,6,5,6,8,10,13,15,16,16,15,14,14,17,24,32,41,47,50,48,43,34,25,15,6,-1,-6,-10,-14,-16,-18,-19,-20,-21,-22,-22,-22,-22
2645,643381.0,5925092.6845389195,3.56,0.23,0,23,27,29,29,27,25,23,22,22,21,18,13,9,6,5,6,8,10,13,15,16,16,15,14,14,17,24,32,41,47,50,48,43,34,25,15,6,-1,-6,-10,-14,-16,-18,-19,-20,-21,-22,-22,-22,-22,-22,-23,-23,-23,-22,-19,-16,-13,-11,-10,-9,-9,-9,-10,-11,-13,-14,-14,-13,-12,-10,-9,-8,-8,-9,-9,-10,-11,-11,-12,-11,-11,-11,-12,-14,-15,-16,-15,15,17,18,19,20,22,24,26,26,26,24,22
2646,638756.0,5925117.6845389195,5.17,0.0,0,-22,-23,-23,-23,-22,-19,-16,-13,-11,-10,-9,-9,-9,-10,-11,-13,-14,-14,-13,-12,-10,-9,-8,-8,-9,-9,-10,-11,-11,-12,-11,-11,-11,-12,-14,-15,-16,-15,15,17,18,19,20,22,24,26,26,26,24,22,20,20,21,23,23,22,21,21,21,22,23,25,27,29,31,32,31,30,28,25,21,18,16,14,12,10,8,7,6,7,7,8,9,10,9,9,8,7,7,7,7,7,7,7,7,6,5,5,5,5
2647,635841.0,5925136.6845389195,9.74,0.0,0,20,20,21,23,23,22,21,21,21,22,23,25,27,29,31,32,31,30,28,25,21,18,16,14,12,10,8,7,6,7,7,8,9,10,9,9,8,7,7,7,7,7,7,7,7,6,5,5,5,5,5,5,3,0,-2,-4,-3,-2,1,2,3,3,3,4,6,7,8,8,7,7,7,7,7,6,5,4,4,5,7,8,9,9,11,13,14,14,13,11,9,7,5,3,1,0,-1,-2,-3,-5,-5,-6
2648,638341.0,5925136.6845389195,2.49,0.0,0,5,5,3,0,-2,-4,-3,-2,1,2,3,3,3,4,6,7,8,8,7,7,7,7,7,6,5,4,4,5,7,8,9,9,11,13,14,14,13,11,9,7,5,3,1,0,-1,-2,-3,-5,-5,-6,-5,-4,-2,1,4,6,7,7,6,6,6,7,7,7,5,3,1,1,1,3,4,5,4,3,2,1,2,3,2,1,-1,-2,-3,-2,-3,-4,-5,-5,-5,-3,-2,0,1,0,-1,-3,-4,-6,-7,-8
2649,640841.0,5925136.6845389195,10.18,0.15,0,-5,-4,-2,1,4,6,7,7,6,6,6,7,7,7,5,3,1,1,1,3,4,5,4,3,2,1,2,3,2,1,-1,-2,-3,-2,-3,-4,-5,-5,-5,-3,-2,0,1,0,-1,-3,-4,-6,-7,-8,-7,-5,1,7,12,16,18,20,21,23,24,25,25,25,26,27,29,30,31,31,31,30,29,26,23,19,15,11,10,10,11,14,17,20,24,28,31,32,32,29,27,25,24,23,21,17,12,8,5,4
2650,643341.0,5925136.6845389195,10.35,0.37,0,-7,-5,1,7,12,16,18,20,21,23,24,25,25,25,26,27,29,30,31,31,31,30,29,26,23,19,15,11,10,10,11,14,17,20,24,28,31,32,32,29,27,25,24,23,21,17,12,8,5,4,6,8,10,13,15,16,16,16,15,16,20,26,34,43,49,51,50,44,35,23,12,2,-5,-10,-13,-16,-18,-19,-20,-21,-22,-23,-24,-24,-23,-23,-23,-22,-21,-20,-18,-16,-14,-13,-12,-11,-10,-10,-10,-11
2651,641980.0,5925150.1845389195,3.73,0.22,0,6,8,10,13,15,16,16,16,15,16,20,26,34,43,49,51,50,44,35,23,12,2,-5,-10,-13,-16,-18,-19,-20,-21,-22,-23,-24,-24,-23,-23,-23,-22,-21,-20,-18,-16,-14,-13,-12,-11,-10,-10,-10,-11,-12,-13,-13,-12,-12,-11,-10,-9,-9,-9,-10,-11,-12,-12,-13,-13,-12,-12,-13,-14,-15,-15,-14,13,15,17,19,20,21,23,25,27,28,26,24,20,18,18,20,22,23,23,22,21,22,23,25,27,29,30
2652,637330.0,5925175.1845389195,7.35,0.0,0,-12,-13,-13,-12,-12,-11,-10,-9,-9,-9,-10,-11,-12,-12,-13,-13,-12,-12,-13,-14,-15,-15,-14,13,15,17,19,20,21,23,25,27,28,26,24,20,18,18,20,22,23,23,22,21,22,23,25,27,29,30,31,31,30,29,27,24,20,17,15,13,10,8,6,6,6,8,9,10,10,10,9,8,8,7,6,6,5,5,5,4,4,4,4,4,4,3,2,1,-1,-3,-5,-5,-3,-1,2,3,3,3,3,5
2653,636541.0,5925186.68453892,6.77,0.0,0,31,31,30,29,27,24,20,17,15,13,10,8,6,6,6,8,9,10,10,10,9,8,8,7,6,6,5,5,5,4,4,4,4,4,4,3,2,1,-1,-3,-5,-5,-3,-1,2,3,3,3,3,5,7,9,9,8,6,5,5,5,5,6,7,7,8,9,10,10,10,10,11,12,12,12,10,8,7,5,4,3,2,0,-1,-2,-3,-4,-4,-4,-3,-2,0,2,4,6,7,8,7,7,6,7,7,7
2654,639041.0,5925186.68453892,4.58,0.0,0,7,9,9,8,6,5,5,5,5,6,7,7,8,9,10,10,10,10,11,12,12,12,10,8,7,5,4,3,2,0,-1,-2,-3,-4,-4,-4,-3,-2,0,2,4,6,7,8,7,7,6,7,7,7,6,5,3,2,2,2,4,5,5,4,3,2,2,2,2,1,-1,-2,-3,-3,-4,-5,-6,-6,-5,-4,-2,-1,-1,-2,-3,-4,-5,-6,-7,-8,-8,-6,0,6,12,17,19,22,24,26,27,27,27,26
2655,641541.0,5925186.68453892,12.45,0.29,0,6,5,3,2,2,2,4,5,5,4,3,2,2,2,2,1,-1,-2,-3,-3,-4,-5,-6,-6,-5,-4,-2,-1,-1,-2,-3,-4,-5,-6,-7,-8,-8,-6,0,6,12,17,19,22,24,26,27,27,27,26,27,28,30,31,30,29,28,27,27,25,23,19,14,10,7,8,10,14,18,23,27,31,34,34,33,30,27,25,24,22,20,16,11,7,4,4,6,8,11,13,14,15,16,17,18,21,25,31,38,44
