,X,Y,GDD_2P67,inside_pol,Target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
878,653741.0,5908386.68453892,2.82,0.0,0,17,18,17,16,14,11,9,7,6,7,11,16,19,20,18,15,14,14,16,17,16,15,15,16,16,17,17,16,16,16,15,13,10,7,5,2,0,-3,-6,-9,-10,-11,-11,-9,-7,-6,-6,-7,-8,-9,-9,-9,-9,-9,-9,-8,-7,-5,-3,-1,0,0,-1,-3,-5,-5,-3,0,3,5,6,5,3,2,2,3,3,3,3,3,2,0,-3,-5,-5,-4,-1,0,0,0,-1,-2,-2,-3,-4,-6,-8,-9,-8,-6
879,651881.0,5908406.6845389195,3.39,0.0,0,-9,-9,-9,-9,-9,-8,-7,-5,-3,-1,0,0,-1,-3,-5,-5,-3,0,3,5,6,5,3,2,2,3,3,3,3,3,2,0,-3,-5,-5,-4,-1,0,0,0,-1,-2,-2,-3,-4,-6,-8,-9,-8,-6,-4,-3,-2,-2,-1,-3,-5,-10,-14,-16,9,11,12,13,12,11,11,12,13,14,14,14,13,12,11,10,11,12,13,14,15,15,15,15,14,13,13,13,13,12,12,13,14,15,15,13,12,11,11,13
880,648931.0,5908431.684538921,14.41,0.0,0,-4,-3,-2,-2,-1,-3,-5,-10,-14,-16,9,11,12,13,12,11,11,12,13,14,14,14,13,12,11,10,11,12,13,14,15,15,15,15,14,13,13,13,13,12,12,13,14,15,15,13,12,11,11,13,15,16,15,13,11,9,10,13,17,21,22,23,22,22,21,20,21,22,25,29,32,35,36,37,36,35,33,29,25,22,21,21,22,23,24,24,23,21,18,15,12,10,11,11,11,10,8,7,6,7
881,650341.0,5908436.68453892,15.99,0.0,0,15,16,15,13,11,9,10,13,17,21,22,23,22,22,21,20,21,22,25,29,32,35,36,37,36,35,33,29,25,22,21,21,22,23,24,24,23,21,18,15,12,10,11,11,11,10,8,7,6,7,7,8,9,9,9,8,7,6,6,6,5,5,5,6,7,9,11,13,15,17,18,18,17,14,11,9,8,9,12,16,19,19,17,15,14,14,16,16,16,15,15,15,15,15,15,15,15,15,14,12
882,652841.0,5908436.68453892,4.88,0.0,0,7,8,9,9,9,8,7,6,6,6,5,5,5,6,7,9,11,13,15,17,18,18,17,14,11,9,8,9,12,16,19,19,17,15,14,14,16,16,16,15,15,15,15,15,15,15,15,15,14,12,10,6,3,0,-3,-6,-8,-10,-11,-11,-10,-9,-8,-7,-7,-7,-9,-10,-10,-9,-8,-7,-6,-5,-5,-4,-2,0,1,1,-1,-4,-5,-5,-2,2,6,7,6,4,2,2,3,4,4,4,3,2,1,-1
883,652845.5,5908448.1845389195,0.31,0.0,0,10,6,3,0,-3,-6,-8,-10,-11,-11,-10,-9,-8,-7,-7,-7,-9,-10,-10,-9,-8,-7,-6,-5,-5,-4,-2,0,1,1,-1,-4,-5,-5,-2,2,6,7,6,4,2,2,3,4,4,4,3,2,1,-1,-2,-2,-2,0,2,2,0,-2,-4,-6,-7,-8,-8,-8,-7,-6,-5,-4,-4,-5,-5,-5,-5,-5,-8,-11,-14,8,11,13,13,12,11,10,11,12,13,14,14,13,13,12,11,10,11,12,13,14,14,14
884,649920.5,5908473.1845389195,11.16,0.0,0,-2,-2,-2,0,2,2,0,-2,-4,-6,-7,-8,-8,-8,-7,-6,-5,-4,-4,-5,-5,-5,-5,-5,-8,-11,-14,8,11,13,13,12,11,10,11,12,13,14,14,13,13,12,11,10,11,12,13,14,14,14,13,13,12,12,12,12,12,12,13,14,15,14,12,11,11,12,14,16,17,16,14,11,9,10,13,17,21,22,21,20,20,19,19,20,21,25,29,33,36,37,38,37,36,33,29,26,23,21,21,22
885,649491.0,5908486.68453892,15.3,0.0,0,13,13,12,12,12,12,12,12,13,14,15,14,12,11,11,12,14,16,17,16,14,11,9,10,13,17,21,22,21,20,20,19,19,20,21,25,29,33,36,37,38,37,36,33,29,26,23,21,21,22,23,23,22,21,19,15,11,8,8,9,11,12,11,9,8,7,7,7,8,9,10,9,8,7,6,5,4,3,1,2,3,5,7,9,11,13,16,18,19,19,16,13,11,10,10,13,16,18,18,16
886,651991.0,5908486.68453892,6.6,0.0,0,23,23,22,21,19,15,11,8,8,9,11,12,11,9,8,7,7,7,8,9,10,9,8,7,6,5,4,3,1,2,3,5,7,9,11,13,16,18,19,19,16,13,11,10,10,13,16,18,18,16,14,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,12,9,6,2,-1,-4,-6,-8,-9,-10,-9,-9,-8,-7,-7,-7,-8,-9,-10,-10,-9,-6,-3,-2,-2,-3,-3,-2,0,2,1,-1,-4,-6
887,653840.0,5908489.684538921,0.37,0.0,0,14,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,12,9,6,2,-1,-4,-6,-8,-9,-10,-9,-9,-8,-7,-7,-7,-8,-9,-10,-10,-9,-6,-3,-2,-2,-3,-3,-2,0,2,1,-1,-4,-6,-5,-1,4,7,8,6,3,1,1,3,4,5,4,2,1,0,-1,-1,-1,1,3,3,2,0,-4,-7,-10,-12,-12,-12,-10,-7,-5,-4,-4,-6,-8,-9,-9,-9,-9,-11,-13,-15,8,11,13,13,12,11
888,650915.0,5908514.6845389195,6.04,0.0,0,-5,-1,4,7,8,6,3,1,1,3,4,5,4,2,1,0,-1,-1,-1,1,3,3,2,0,-4,-7,-10,-12,-12,-12,-10,-7,-5,-4,-4,-6,-8,-9,-9,-9,-9,-11,-13,-15,8,11,13,13,12,11,10,10,11,12,12,12,12,12,12,11,10,10,11,12,13,12,12,11,11,12,12,12,12,12,12,13,13,13,12,11,10,11,12,14,16,17,17,15,13,11,11,14,18,21,21,20,18,18,18,18
889,648641.0,5908536.68453892,14.44,0.0,0,10,10,11,12,12,12,12,12,12,11,10,10,11,12,13,12,12,11,11,12,12,12,12,12,12,13,13,13,12,11,10,11,12,14,16,17,17,15,13,11,11,14,18,21,21,20,18,18,18,18,19,21,24,29,33,36,38,39,38,37,34,30,27,24,23,22,22,22,21,20,19,16,12,8,6,6,8,11,12,12,11,10,9,8,8,9,10,10,10,8,6,5,4,2,0,-1,-2,-1,2,4
890,651141.0,5908536.68453892,11.86,0.0,0,19,21,24,29,33,36,38,39,38,37,34,30,27,24,23,22,22,22,21,20,19,16,12,8,6,6,8,11,12,12,11,10,9,8,8,9,10,10,10,8,6,5,4,2,0,-1,-2,-1,2,4,6,8,10,13,16,18,18,17,15,13,12,12,14,16,17,17,16,14,13,14,14,14,14,14,14,14,14,13,13,13,13,13,12,11,8,5,2,0,-2,-4,-6,-7,-8,-8,-7,-6,-6,-6,-7,-8
891,653641.0,5908536.68453892,3.08,0.0,0,6,8,10,13,16,18,18,17,15,13,12,12,14,16,17,17,16,14,13,14,14,14,14,14,14,14,14,13,13,13,13,13,12,11,8,5,2,0,-2,-4,-6,-7,-8,-8,-7,-6,-6,-6,-7,-8,-9,-9,-9,-6,-3,0,1,1,-1,-2,-2,0,1,1,-2,-4,-5,-4,0,4,8,8,6,3,1,1,2,4,4,3,1,-1,-1,0,0,1,2,4,4,2,-2,-6,-10,-12,-14,-15,-14,-12,-9,-7
892,651821.0,5908556.684538921,2.36,0.0,0,-9,-9,-9,-6,-3,0,1,1,-1,-2,-2,0,1,1,-2,-4,-5,-4,0,4,8,8,6,3,1,1,2,4,4,3,1,-1,-1,0,0,1,2,4,4,2,-2,-6,-10,-12,-14,-15,-14,-12,-9,-7,-6,-6,-9,-11,-12,-13,-12,-12,-14,-15,8,11,13,13,12,11,10,9,10,10,11,10,10,11,11,10,10,10,11,12,12,11,10,10,11,12,12,12,12,11,11,12,12,12,11,11,11,12,12,13
893,648921.0,5908581.6845389195,12.93,0.0,0,-6,-6,-9,-11,-12,-13,-12,-12,-14,-15,8,11,13,13,12,11,10,9,10,10,11,10,10,11,11,10,10,10,11,12,12,11,10,10,11,12,12,12,12,11,11,12,12,12,11,11,11,12,12,13,14,15,16,16,15,14,14,17,20,21,20,18,16,16,17,18,19,20,24,28,32,35,38,39,38,37,33,30,28,26,25,23,22,20,18,17,16,14,10,7,5,5,7,10,11,12,12,11,11,10
894,650341.0,5908586.68453892,14.72,0.0,0,14,15,16,16,15,14,14,17,20,21,20,18,16,16,17,18,19,20,24,28,32,35,38,39,38,37,33,30,28,26,25,23,22,20,18,17,16,14,10,7,5,5,7,10,11,12,12,11,11,10,10,11,11,11,9,7,5,3,2,1,-1,-3,-4,-3,-1,1,4,6,8,11,13,15,16,15,15,14,14,14,15,16,17,17,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,10,8
895,652841.0,5908586.68453892,4.8,0.0,0,10,11,11,11,9,7,5,3,2,1,-1,-3,-4,-3,-1,1,4,6,8,11,13,15,16,15,15,14,14,14,15,16,17,17,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,10,8,6,5,4,3,1,0,-2,-4,-5,-6,-5,-5,-4,-5,-6,-8,-9,-8,-6,-3,0,2,3,2,0,-1,-2,-1,0,-1,-2,-4,-4,-2,1,5,7,8,6,3,1,1,2,3,3,0,-2,-2,-1,0
896,652749.0,5908598.6845389195,-0.23,0.0,0,6,5,4,3,1,0,-2,-4,-5,-6,-5,-5,-4,-5,-6,-8,-9,-8,-6,-3,0,2,3,2,0,-1,-2,-1,0,-1,-2,-4,-4,-2,1,5,7,8,6,3,1,1,2,3,3,0,-2,-2,-1,0,2,3,3,4,4,1,-2,-7,-10,-13,-15,-16,-16,-14,-13,-11,-10,-11,-12,-14,-15,-15,-15,-15,-16,-17,9,11,13,13,12,11,10,9,9,9,9,9,9,9,10,10,11,11,12,13,12,10,9,9
897,649849.0,5908623.684538921,9.72,0.0,0,2,3,3,4,4,1,-2,-7,-10,-13,-15,-16,-16,-14,-13,-11,-10,-11,-12,-14,-15,-15,-15,-15,-16,-17,9,11,13,13,12,11,10,9,9,9,9,9,9,9,10,10,11,11,12,13,12,10,9,9,11,13,13,12,11,11,11,11,11,11,11,11,12,13,13,12,12,13,15,17,17,17,17,19,21,21,19,16,15,16,18,19,19,21,23,27,31,34,36,37,37,35,32,29,28,27,25,24,21,18
898,649541.0,5908636.68453892,13.98,0.0,0,11,13,13,12,11,11,11,11,11,11,11,11,12,13,13,12,12,13,15,17,17,17,17,19,21,21,19,16,15,16,18,19,19,21,23,27,31,34,36,37,37,35,32,29,28,27,25,24,21,18,15,14,12,11,9,7,5,5,6,8,10,12,13,13,13,12,12,12,12,11,8,5,2,0,0,0,0,-2,-4,-5,-4,-1,2,5,7,9,10,12,12,12,13,14,15,15,15,16,17,17,17,16
899,652041.0,5908636.68453892,6.29,0.0,0,15,14,12,11,9,7,5,5,6,8,10,12,13,13,13,12,12,12,12,11,8,5,2,0,0,0,0,-2,-4,-5,-4,-1,2,5,7,9,10,12,12,12,13,14,15,15,15,16,17,17,17,16,16,15,14,14,14,15,16,15,15,15,15,16,15,12,9,6,5,5,6,7,6,5,3,0,-2,-4,-3,-3,-3,-4,-6,-8,-9,-8,-5,-1,2,3,3,2,0,-2,-3,-2,-2,-2,-3,-3,-2,0
900,653677.0,5908640.6845389195,0.31,0.0,0,16,15,14,14,14,15,16,15,15,15,15,16,15,12,9,6,5,5,6,7,6,5,3,0,-2,-4,-3,-3,-3,-4,-6,-8,-9,-8,-5,-1,2,3,3,2,0,-2,-3,-2,-2,-2,-3,-3,-2,0,3,5,7,7,5,3,1,1,2,2,0,-3,-5,-5,-3,0,2,3,4,4,3,1,-2,-6,-10,-13,-14,-15,-16,-17,-16,-16,-15,-16,-16,-16,-16,-17,-17,-17,-17,-17,9,12,13,12,12,11,10,10
901,650777.0,5908665.6845389195,5.06,0.0,0,3,5,7,7,5,3,1,1,2,2,0,-3,-5,-5,-3,0,2,3,4,4,3,1,-2,-6,-10,-13,-14,-15,-16,-17,-16,-16,-15,-16,-16,-16,-16,-17,-17,-17,-17,-17,9,12,13,12,12,11,10,10,9,8,8,7,7,8,9,10,12,13,14,14,13,11,9,10,12,13,13,12,11,11,11,11,10,10,10,11,13,13,13,11,10,11,14,16,18,18,19,21,22,21,19,17,16,17,19,21,21,22
902,648741.0,5908686.68453892,13.11,0.0,0,9,8,8,7,7,8,9,10,12,13,14,14,13,11,9,10,12,13,13,12,11,11,11,11,10,10,10,11,13,13,13,11,10,11,14,16,18,18,19,21,22,21,19,17,16,17,19,21,21,22,24,27,29,32,34,35,35,33,30,27,26,26,25,22,19,16,13,11,10,9,8,6,5,4,5,7,9,11,13,14,14,14,13,13,12,10,7,3,-1,-2,-2,0,1,0,-3,-4,-4,-1,2,5
903,651241.0,5908686.68453892,11.08,0.0,0,24,27,29,32,34,35,35,33,30,27,26,26,25,22,19,16,13,11,10,9,8,6,5,4,5,7,9,11,13,14,14,14,13,13,12,10,7,3,-1,-2,-2,0,1,0,-3,-4,-4,-1,2,5,6,7,8,8,8,8,10,11,13,14,15,16,17,18,19,19,18,17,15,15,15,17,17,17,16,16,17,17,16,12,8,5,5,7,9,11,12,11,8,4,1,-1,-2,-1,-1,-3,-5,-8,-9,-7
904,653741.0,5908686.68453892,2.86,0.0,0,6,7,8,8,8,8,10,11,13,14,15,16,17,18,19,19,18,17,15,15,15,17,17,17,16,16,17,17,16,12,8,5,5,7,9,11,12,11,8,4,1,-1,-2,-1,-1,-3,-5,-8,-9,-7,-4,0,2,2,1,0,-2,-3,-4,-4,-3,-3,-4,-3,-1,2,4,6,7,6,5,3,1,1,2,1,-2,-5,-8,-8,-5,-2,1,2,3,2,2,0,-2,-5,-9,-12,-14,-15,-17,-18,-20,-20,-20,-20
905,651618.5,5908708.1845389195,1.76,0.0,0,-4,0,2,2,1,0,-2,-3,-4,-4,-3,-3,-4,-3,-1,2,4,6,7,6,5,3,1,1,2,1,-2,-5,-8,-8,-5,-2,1,2,3,2,2,0,-2,-5,-9,-12,-14,-15,-17,-18,-20,-20,-20,-20,-19,-18,-17,-17,-18,-18,-17,9,11,12,12,11,11,11,10,9,8,7,7,7,8,9,11,13,15,16,16,14,12,11,11,13,14,13,12,11,11,11,10,10,9,10,11,13,13,13,11,10,11,13
906,648743.5,5908733.1845389195,12.49,0.0,0,-19,-18,-17,-17,-18,-18,-17,9,11,12,12,11,11,11,10,9,8,7,7,7,8,9,11,13,15,16,16,14,12,11,11,13,14,13,12,11,11,11,10,10,9,10,11,13,13,13,11,10,11,13,16,18,19,20,21,21,21,19,18,18,20,22,23,24,25,26,27,29,31,32,32,31,29,26,25,24,23,22,20,17,13,11,9,8,8,7,6,5,4,5,6,8,11,13,15,15,14,13,12,11
907,650491.0,5908736.68453892,13.79,0.0,0,16,18,19,20,21,21,21,19,18,18,20,22,23,24,25,26,27,29,31,32,32,31,29,26,25,24,23,22,20,17,13,11,9,8,8,7,6,5,4,5,6,8,11,13,15,15,14,13,12,11,9,6,1,-3,-4,-3,0,2,2,0,-2,-2,1,4,6,7,6,6,5,4,4,5,8,10,13,15,16,18,20,21,21,20,19,17,16,17,18,19,19,19,19,19,18,16,12,8,6,6,9,13
908,652991.0,5908736.68453892,4.83,0.0,0,9,6,1,-3,-4,-3,0,2,2,0,-2,-2,1,4,6,7,6,6,5,4,4,5,8,10,13,15,16,18,20,21,21,20,19,17,16,17,18,19,19,19,19,19,18,16,12,8,6,6,9,13,16,17,16,12,7,3,0,-1,-1,0,-1,-3,-6,-7,-6,-4,-2,-1,-1,-2,-3,-4,-5,-5,-4,-4,-4,-4,-3,-1,3,5,6,7,6,5,3,2,2,1,0,-3,-7,-9,-9,-7,-4,-2,-1,0
909,652467.0,5908750.684538921,0.0,0.0,0,16,17,16,12,7,3,0,-1,-1,0,-1,-3,-6,-7,-6,-4,-2,-1,-1,-2,-3,-4,-5,-5,-4,-4,-4,-4,-3,-1,3,5,6,7,6,5,3,2,2,1,0,-3,-7,-9,-9,-7,-4,-2,-1,0,0,0,-1,-3,-5,-8,-11,-14,-16,-18,-20,-22,-23,-24,-23,-21,-19,-18,-17,-17,-18,-17,5,7,9,10,11,11,12,12,11,10,8,7,6,7,8,10,13,15,16,17,16,15,14,13,13,14,14,14
910,649567.0,5908775.6845389195,8.98,0.0,0,0,0,-1,-3,-5,-8,-11,-14,-16,-18,-20,-22,-23,-24,-23,-21,-19,-18,-17,-17,-18,-17,5,7,9,10,11,11,12,12,11,10,8,7,6,7,8,10,13,15,16,17,16,15,14,13,13,14,14,14,13,13,12,11,10,9,9,9,11,12,13,12,11,10,10,12,15,17,18,19,19,19,19,19,20,21,23,24,26,27,28,28,29,30,31,31,30,28,25,23,21,21,20,19,17,14,11,9,9,8
911,649691.0,5908786.68453892,12.85,0.0,0,13,13,12,11,10,9,9,9,11,12,13,12,11,10,10,12,15,17,18,19,19,19,19,19,20,21,23,24,26,27,28,28,29,30,31,31,30,28,25,23,21,21,20,19,17,14,11,9,9,8,8,7,6,5,4,4,6,8,11,13,14,14,13,11,10,9,7,4,1,-2,-4,-3,-1,2,2,2,0,1,3,5,7,7,6,4,2,1,1,1,4,7,11,14,17,19,21,23,23,23,21,18
912,652191.0,5908786.68453892,6.85,0.0,0,8,7,6,5,4,4,6,8,11,13,14,14,13,11,10,9,7,4,1,-2,-4,-3,-1,2,2,2,0,1,3,5,7,7,6,4,2,1,1,1,4,7,11,14,17,19,21,23,23,23,21,18,17,18,19,21,22,22,22,21,19,16,12,9,7,9,13,18,22,22,20,15,9,4,1,-1,0,1,2,0,-2,-4,-5,-5,-4,-4,-5,-5,-6,-6,-6,-5,-5,-5,-5,-5,-4,-1,2,4,5,6
913,653293.5,5908793.1845389195,0.56,0.0,0,17,18,19,21,22,22,22,21,19,16,12,9,7,9,13,18,22,22,20,15,9,4,1,-1,0,1,2,0,-2,-4,-5,-5,-4,-4,-5,-5,-6,-6,-6,-5,-5,-5,-5,-5,-4,-1,2,4,5,6,5,5,4,3,3,1,-1,-4,-7,-8,-9,-8,-7,-5,-4,-4,-3,-3,-3,-5,-7,-9,-11,-14,-16,-19,-21,-23,-25,-25,-24,-22,-19,-17,-16,-17,-18,2,4,6,8,10,11,12,13,13,11,9,8,7
914,650418.5,5908818.184538921,5.94,0.0,0,5,5,4,3,3,1,-1,-4,-7,-8,-9,-8,-7,-5,-4,-4,-3,-3,-3,-5,-7,-9,-11,-14,-16,-19,-21,-23,-25,-25,-24,-22,-19,-17,-16,-17,-18,2,4,6,8,10,11,12,13,13,11,9,8,7,8,9,12,14,16,17,17,16,16,15,15,15,15,15,15,15,14,13,12,11,10,9,9,10,11,11,11,10,10,10,12,14,16,17,17,16,15,17,19,21,23,25,26,28,29,30,31,32,32,32
915,648941.0,5908836.68453892,12.78,0.0,0,8,9,12,14,16,17,17,16,16,15,15,15,15,15,15,15,14,13,12,11,10,9,9,10,11,11,11,10,10,10,12,14,16,17,17,16,15,17,19,21,23,25,26,28,29,30,31,32,32,32,31,28,25,22,19,18,18,17,16,14,11,9,9,9,10,10,9,7,6,5,5,6,8,10,12,13,13,11,9,7,6,5,4,2,0,-2,-2,-1,1,2,2,2,2,4,7,8,8,6,3,1
916,651441.0,5908836.68453892,10.35,0.0,0,31,28,25,22,19,18,18,17,16,14,11,9,9,9,10,10,9,7,6,5,5,6,8,10,12,13,13,11,9,7,6,5,4,2,0,-2,-2,-1,1,2,2,2,2,4,7,8,8,6,3,1,-1,-2,-1,1,5,10,14,18,20,22,24,25,24,22,19,17,18,20,23,25,26,25,23,20,17,13,10,10,12,17,22,26,26,23,17,10,4,0,-1,0,3,5,5,3,0,-3,-5,-6,-7,-8
917,653941.0,5908836.68453892,1.91,0.0,0,-1,-2,-1,1,5,10,14,18,20,22,24,25,24,22,19,17,18,20,23,25,26,25,23,20,17,13,10,10,12,17,22,26,26,23,17,10,4,0,-1,0,3,5,5,3,0,-3,-5,-6,-7,-8,-8,-8,-7,-6,-5,-5,-5,-6,-6,-5,-3,0,2,3,3,4,4,4,4,4,2,0,-2,-5,-6,-7,-7,-8,-8,-8,-8,-7,-7,-7,-8,-9,-11,-13,-15,-18,-20,-22,-24,-25,-25,-24,-21,-18,-16,-16
918,651281.0,5908860.6845389195,1.43,0.0,0,-8,-8,-7,-6,-5,-5,-5,-6,-6,-5,-3,0,2,3,3,4,4,4,4,4,2,0,-2,-5,-6,-7,-7,-8,-8,-8,-8,-7,-7,-7,-8,-9,-11,-13,-15,-18,-20,-22,-24,-25,-25,-24,-21,-18,-16,-16,-18,-19,0,1,3,5,8,10,12,14,14,13,11,9,8,9,11,14,16,17,17,16,16,16,16,16,16,16,16,16,16,16,15,14,12,11,9,9,9,10,10,10,10,10,10,12,14,15,16,15
919,648406.0,5908885.684538921,13.06,0.0,0,-18,-19,0,1,3,5,8,10,12,14,14,13,11,9,8,9,11,14,16,17,17,16,16,16,16,16,16,16,16,16,16,16,15,14,12,11,9,9,9,10,10,10,10,10,10,12,14,15,16,15,13,12,14,17,21,24,25,27,28,31,33,34,35,35,34,31,28,24,20,17,16,15,15,13,11,9,8,9,10,11,12,10,8,7,5,5,6,8,10,12,13,12,9,6,4,4,4,4,3,2
920,650691.0,5908886.68453892,14.35,0.0,0,13,12,14,17,21,24,25,27,28,31,33,34,35,35,34,31,28,24,20,17,16,15,15,13,11,9,8,9,10,11,12,10,8,7,5,5,6,8,10,12,13,12,9,6,4,4,4,4,3,2,0,-1,-1,0,1,2,2,3,5,7,8,8,6,3,1,-1,-2,-2,0,5,10,15,18,21,22,24,25,24,22,19,18,18,21,25,28,28,27,24,21,18,14,12,12,15,20,25,29,29,25,18
921,653191.0,5908886.68453892,5.34,0.0,0,0,-1,-1,0,1,2,2,3,5,7,8,8,6,3,1,-1,-2,-2,0,5,10,15,18,21,22,24,25,24,22,19,18,18,21,25,28,28,27,24,21,18,14,12,12,15,20,25,29,29,25,18,10,4,0,-1,1,4,7,8,7,4,-1,-5,-7,-9,-10,-9,-8,-7,-5,-5,-5,-6,-7,-8,-7,-5,-3,-1,0,1,2,3,4,5,4,3,1,0,-2,-3,-3,-5,-7,-9,-11,-11,-11,-11,-11,-12
922,652053.0,5908903.684538921,-0.19,0.0,0,10,4,0,-1,1,4,7,8,7,4,-1,-5,-7,-9,-10,-9,-8,-7,-5,-5,-5,-6,-7,-8,-7,-5,-3,-1,0,1,2,3,4,5,4,3,1,0,-2,-3,-3,-5,-7,-9,-11,-11,-11,-11,-11,-12,-13,-14,-15,-17,-19,-22,-23,-25,-25,-25,-23,-20,-18,-16,-16,-19,-2,-1,1,3,6,9,11,14,15,14,13,12,11,12,13,15,16,16,15,15,15,15,16,16,15,15,16,17,17,17,17,16,15,13
923,649203.0,5908928.6845389195,9.23,0.0,0,-13,-14,-15,-17,-19,-22,-23,-25,-25,-25,-23,-20,-18,-16,-16,-19,-2,-1,1,3,6,9,11,14,15,14,13,12,11,12,13,15,16,16,15,15,15,15,16,16,15,15,16,17,17,17,17,16,15,13,11,10,9,8,8,8,9,9,10,12,13,15,15,13,11,10,11,15,20,23,25,26,28,31,33,35,36,36,35,32,28,23,18,15,14,13,12,11,9,8,8,9,11,13,13,12,10,8,7,6
924,649991.0,5908936.68453892,12.82,0.0,0,11,10,9,8,8,8,9,9,10,12,13,15,15,13,11,10,11,15,20,23,25,26,28,31,33,35,36,36,35,32,28,23,18,15,14,13,12,11,9,8,8,9,11,13,13,12,10,8,7,6,6,8,10,11,12,11,8,5,3,3,4,5,4,3,2,0,0,1,1,2,2,2,4,5,6,6,5,3,2,0,-1,-1,1,6,11,16,18,20,21,22,23,23,21,19,18,19,22,26,29,30
925,652491.0,5908936.68453892,7.37,0.0,0,6,8,10,11,12,11,8,5,3,3,4,5,4,3,2,0,0,1,1,2,2,2,4,5,6,6,5,3,2,0,-1,-1,1,6,11,16,18,20,21,22,23,23,21,19,18,19,22,26,29,30,28,25,22,19,16,15,15,18,22,27,29,28,24,18,11,5,1,1,3,6,9,10,9,5,1,-4,-7,-9,-9,-8,-7,-5,-4,-4,-6,-7,-9,-9,-9,-8,-6,-5,-4,-2,-1,1,3,4,4,4
926,652851.0,5908946.684538921,0.5,0.0,0,28,25,22,19,16,15,15,18,22,27,29,28,24,18,11,5,1,1,3,6,9,10,9,5,1,-4,-7,-9,-9,-8,-7,-5,-4,-4,-6,-7,-9,-9,-9,-8,-6,-5,-4,-2,-1,1,3,4,4,4,3,2,1,1,0,-2,-5,-9,-11,-13,-13,-14,-14,-15,-16,-17,-19,-20,-22,-23,-24,-24,-24,-23,-22,-20,-18,-17,-18,-20,-3,-2,0,2,5,7,10,12,14,15,15,14,14,15,16,16,16,14,13,13
927,650001.0,5908971.684538921,6.62,0.0,0,3,2,1,1,0,-2,-5,-9,-11,-13,-13,-14,-14,-15,-16,-17,-19,-20,-22,-23,-24,-24,-24,-23,-22,-20,-18,-17,-18,-20,-3,-2,0,2,5,7,10,12,14,15,15,14,14,15,16,16,16,14,13,13,14,15,16,16,15,14,14,15,17,18,18,18,17,15,13,11,9,7,7,7,8,10,11,13,14,15,14,12,10,9,11,14,18,22,23,25,26,29,32,35,36,36,35,31,27,22,18,15,13,12
928,649291.0,5908986.684538921,12.01,0.0,0,14,15,16,16,15,14,14,15,17,18,18,18,17,15,13,11,9,7,7,7,8,10,11,13,14,15,14,12,10,9,11,14,18,22,23,25,26,29,32,35,36,36,35,31,27,22,18,15,13,12,11,10,8,7,7,8,11,14,15,14,11,9,8,7,7,8,10,11,12,11,8,6,4,4,5,5,5,4,3,2,2,2,3,3,2,2,3,3,4,4,4,4,3,2,1,1,4,8,13,16
929,651791.0,5908986.684538921,9.53,0.0,0,11,10,8,7,7,8,11,14,15,14,11,9,8,7,7,8,10,11,12,11,8,6,4,4,5,5,5,4,3,2,2,2,3,3,2,2,3,3,4,4,4,4,3,2,1,1,4,8,13,16,17,18,19,20,21,21,20,19,19,21,23,27,30,30,29,26,23,20,18,17,18,20,23,26,26,25,21,16,11,6,4,3,5,7,9,10,9,5,1,-3,-6,-8,-7,-6,-5,-3,-3,-4,-6,-8
930,653545.5,5908990.184538921,1.64,0.0,0,17,18,19,20,21,21,20,19,19,21,23,27,30,30,29,26,23,20,18,17,18,20,23,26,26,25,21,16,11,6,4,3,5,7,9,10,9,5,1,-3,-6,-8,-7,-6,-5,-3,-3,-4,-6,-8,-9,-10,-10,-10,-9,-9,-7,-5,-3,0,2,3,4,3,3,3,3,2,1,-1,-4,-7,-11,-13,-15,-16,-16,-17,-18,-20,-22,-24,-25,-25,-25,-23,-22,-21,-21,-21,-21,-20,-21,-3,-2,0,2,4,7,9
931,650720.5,5909015.184538921,2.6,0.0,0,-9,-10,-10,-10,-9,-9,-7,-5,-3,0,2,3,4,3,3,3,3,2,1,-1,-4,-7,-11,-13,-15,-16,-16,-17,-18,-20,-22,-24,-25,-25,-25,-23,-22,-21,-21,-21,-21,-20,-21,-3,-2,0,2,4,7,9,11,12,14,15,16,17,17,17,16,14,12,11,11,13,16,17,17,15,13,13,13,15,17,19,19,19,17,15,12,9,7,6,6,7,10,13,15,16,16,15,13,11,10,11,14,18,21,22,23,24
932,648641.0,5909036.68453892,13.32,0.0,0,11,12,14,15,16,17,17,17,16,14,12,11,11,13,16,17,17,15,13,13,13,15,17,19,19,19,17,15,12,9,7,6,6,7,10,13,15,16,16,15,13,11,10,11,14,18,21,22,23,24,27,30,33,34,34,32,29,25,21,18,15,13,11,10,8,7,5,6,8,11,14,15,14,11,9,8,8,9,10,11,12,13,12,10,8,6,6,7,6,5,4,4,4,5,5,5,5,4,3,2
